,miya,balmond,saber,alice,nana,tigreal,alucard,karina,akai,franco,bane,bruno,clint,rafaela,eudora,zilong,fanny,layla,minotaur,lolita,hayabusa,freya,gord,natalia,kagura,chou,sun,alpha,ruby,yi sun-shin,moskov,johnson,cyclops,estes,hilda,aurora,lapu-lapu,vexana,roger,karrie,gatotkaca,harley,irithel,grock,argus,odette,lancelot,diggie,hylos,zhask,helcurt,pharsa,lesley,jawhead,angela,gusion,valir,martis,uranus,hanabi,chang'e,kaja,selena,aldous,claude,vale,leomord,lunox,hanzo,belerick,kimmy,thamuz,harith,minsitthar,kadita,faramis,badang,khufra,granger,guinevere,esmeralda,terizla,x.borg,ling,dyrroth,lylia,baxia,masha,wanwan,silvanna,cecilion,carmilla,atlas,popol and kupa,yu zhong,luo yi,benedetta,khaleed,barats,brody,yve,mathilda,paquito,gloo,beatrix,phoveus,natan,aulus,aamon,valentina,edith,floryn,yin,melissa,xavier,julian,fredrinn,joy,novaria,arlott,ixia,nolan,cici,pick_count
sun,0.0,0.015,0.01,0.015,0.0,0.005,0.0,0.0,0.015,0.0,0.0,0.01,0.005,0.015,0.005,0.0,0.0,0.0,0.005,0.005,0.025,0.0,0.0,0.0,0.035,0.035,0.0,0.0,0.025,0.01,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.015,0.02,0.0,0.03,0.0,0.04,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.015,0.0,0.025,0.0,0.0,0.0,0.0,0.005,0.0,0.01,0.005,0.02,0.0,0.005,0.0,0.0,0.045,0.0,0.0,0.005,0.01,0.005,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.04,0.0,0.03,0.005,0.005,0.02,0.01,0.005,0.005,0.0,0.015,0.0,0.005,0.02,0.02,0.015,0.03,0.0,0.025,0.01,0.03,0.035,0.04,0.005,0.01,0.015,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
alpha,0.002336448598130841,0.002336448598130841,0.007009345794392523,0.0,0.002336448598130841,0.0,0.002336448598130841,0.0,0.014018691588785047,0.011682242990654205,0.0,0.016355140186915886,0.004672897196261682,0.004672897196261682,0.002336448598130841,0.004672897196261682,0.007009345794392523,0.002336448598130841,0.014018691588785047,0.018691588785046728,0.004672897196261682,0.0,0.004672897196261682,0.002336448598130841,0.028037383177570093,0.02570093457943925,0.0,0.0,0.011682242990654205,0.007009345794392523,0.002336448598130841,0.007009345794392523,0.004672897196261682,0.0,0.011682242990654205,0.002336448598130841,0.016355140186915886,0.0,0.002336448598130841,0.030373831775700934,0.0,0.014018691588785047,0.018691588785046728,0.028037383177570093,0.0,0.0,0.007009345794392523,0.009345794392523364,0.02570093457943925,0.0,0.007009345794392523,0.02336448598130841,0.016355140186915886,0.002336448598130841,0.04439252336448598,0.002336448598130841,0.009345794392523364,0.0,0.028037383177570093,0.004672897196261682,0.002336448598130841,0.02570093457943925,0.0,0.002336448598130841,0.035046728971962614,0.0,0.0,0.014018691588785047,0.0,0.0,0.002336448598130841,0.002336448598130841,0.007009345794392523,0.0,0.011682242990654205,0.007009345794392523,0.002336448598130841,0.011682242990654205,0.0,0.002336448598130841,0.016355140186915886,0.028037383177570093,0.011682242990654205,0.004672897196261682,0.002336448598130841,0.011682242990654205,0.002336448598130841,0.002336448598130841,0.009345794392523364,0.0,0.004672897196261682,0.0,0.004672897196261682,0.004672897196261682,0.014018691588785047,0.0,0.004672897196261682,0.007009345794392523,0.0,0.007009345794392523,0.011682242990654205,0.009345794392523364,0.016355140186915886,0.007009345794392523,0.03271028037383177,0.0,0.0,0.0,0.0,0.0397196261682243,0.02102803738317757,0.011682242990654205,0.0,0.004672897196261682,0.004672897196261682,0.0,0.02336448598130841,0.002336448598130841,0.028037383177570093,0.004672897196261682,0.002336448598130841,0.0,0.0,214.0
ruby,0.0002802690582959641,0.01149103139013453,0.0036434977578475337,0.0072869955156950675,0.002802690582959641,0.0036434977578475337,0.0011210762331838565,0.013733183856502242,0.012612107623318386,0.0033632286995515697,0.00476457399103139,0.008408071748878924,0.013733183856502242,0.00616591928251121,0.0014013452914798206,0.0005605381165919282,0.005885650224215246,0.0002802690582959641,0.003082959641255605,0.00476457399103139,0.01905829596412556,0.0002802690582959641,0.0011210762331838565,0.001961883408071749,0.015975336322869956,0.016535874439461883,0.0014013452914798206,0.0014013452914798206,0.0,0.01289237668161435,0.00476457399103139,0.0005605381165919282,0.0014013452914798206,0.006446188340807175,0.003082959641255605,0.0011210762331838565,0.01429372197309417,0.002522421524663677,0.015414798206278026,0.01289237668161435,0.0011210762331838565,0.005885650224215246,0.009248878923766817,0.010930493273542601,0.0,0.0002802690582959641,0.01961883408071749,0.002242152466367713,0.002242152466367713,0.0,0.002522421524663677,0.03167040358744395,0.0005605381165919282,0.01233183856502242,0.005044843049327354,0.002522421524663677,0.001961883408071749,0.013733183856502242,0.013172645739910314,0.0008408071748878924,0.00616591928251121,0.00616591928251121,0.011210762331838564,0.003082959641255605,0.032511210762331835,0.0011210762331838565,0.002242152466367713,0.02045964125560538,0.0008408071748878924,0.0002802690582959641,0.004484304932735426,0.007006726457399103,0.005044843049327354,0.0002802690582959641,0.006726457399103139,0.014013452914798207,0.0,0.008968609865470852,0.005325112107623318,0.002802690582959641,0.03195067264573991,0.007006726457399103,0.010089686098654708,0.024103139013452915,0.0075672645739910315,0.026345291479820628,0.016255605381165918,0.002242152466367713,0.00952914798206278,0.0014013452914798206,0.010650224215246636,0.0008408071748878924,0.001961883408071749,0.013733183856502242,0.018497757847533634,0.0033632286995515697,0.012612107623318386,0.002522421524663677,0.00616591928251121,0.02045964125560538,0.038396860986547085,0.01233183856502242,0.029708520179372196,0.0072869955156950675,0.039517937219730945,0.013452914798206279,0.010089686098654708,0.005605381165919282,0.002242152466367713,0.02382286995515695,0.002242152466367713,0.0011210762331838565,0.0011210762331838565,0.007006726457399103,0.007006726457399103,0.00616591928251121,0.02102017937219731,0.006726457399103139,0.005885650224215246,0.008408071748878924,0.002242152466367713,0.002242152466367713,0.002242152466367713,1784.0
yi sun-shin,0.0005467468562055768,0.013121924548933843,0.002186987424822307,0.024603608529250958,0.0005467468562055768,0.005467468562055768,0.0,0.0,0.010934937124111536,0.002733734281027884,0.004920721705850191,0.002186987424822307,0.010934937124111536,0.022963367960634227,0.009841443411700382,0.0010934937124111536,0.0005467468562055768,0.0,0.0,0.008201202843083653,0.006014215418261345,0.0,0.0,0.0038272279934390375,0.028977583378895572,0.04866047020229634,0.0010934937124111536,0.0016402405686167304,0.025150355385456534,0.0,0.0,0.002733734281027884,0.002186987424822307,0.008201202843083653,0.011481683980317113,0.0,0.021323127392017496,0.0,0.0,0.0010934937124111536,0.002733734281027884,0.004373974849644614,0.0016402405686167304,0.009294696555494806,0.0005467468562055768,0.0,0.002186987424822307,0.007654455986878075,0.005467468562055768,0.0005467468562055768,0.0005467468562055768,0.03171131765992345,0.0,0.037178786221979225,0.0065609622744669215,0.0005467468562055768,0.004920721705850191,0.0016402405686167304,0.03116457080371788,0.0,0.01913613996719519,0.009294696555494806,0.02186987424822307,0.002186987424822307,0.004920721705850191,0.004920721705850191,0.0,0.034991798797156914,0.0,0.002186987424822307,0.004920721705850191,0.012575177692728267,0.013121924548933843,0.0005467468562055768,0.002733734281027884,0.0065609622744669215,0.0,0.017495899398578457,0.0,0.0005467468562055768,0.034991798797156914,0.0016402405686167304,0.014762165117550574,0.0,0.002186987424822307,0.01202843083652269,0.01694915254237288,0.0,0.011481683980317113,0.014215418261344996,0.010934937124111536,0.0038272279934390375,0.008201202843083653,0.025150355385456534,0.03225806451612903,0.01202843083652269,0.03225806451612903,0.015855658829961726,0.017495899398578457,0.006014215418261345,0.02733734281027884,0.0306178239475123,0.026790595954073265,0.011481683980317113,0.013121924548933843,0.0065609622744669215,0.0038272279934390375,0.0,0.0016402405686167304,0.006014215418261345,0.0032804811372334607,0.0,0.0,0.0005467468562055768,0.0010934937124111536,0.0,0.0010934937124111536,0.0005467468562055768,0.002733734281027884,0.0005467468562055768,0.0005467468562055768,0.0,0.0,914.5
moskov,0.0,0.0,0.003926701570680628,0.009162303664921465,0.0,0.0,0.0,0.013089005235602094,0.02617801047120419,0.017015706806282723,0.0013089005235602095,0.0,0.0,0.006544502617801047,0.0,0.0,0.013089005235602094,0.0,0.006544502617801047,0.02356020942408377,0.020942408376963352,0.002617801047120419,0.002617801047120419,0.0013089005235602095,0.005235602094240838,0.03795811518324607,0.0,0.0013089005235602095,0.02225130890052356,0.0,0.0,0.0013089005235602095,0.0,0.002617801047120419,0.006544502617801047,0.0013089005235602095,0.03534031413612566,0.0013089005235602095,0.0013089005235602095,0.0013089005235602095,0.002617801047120419,0.005235602094240838,0.0,0.031413612565445025,0.0,0.0013089005235602095,0.01963350785340314,0.006544502617801047,0.0013089005235602095,0.0,0.002617801047120419,0.03926701570680628,0.0,0.002617801047120419,0.009162303664921465,0.002617801047120419,0.0,0.03795811518324607,0.006544502617801047,0.0,0.0,0.032722513089005235,0.010471204188481676,0.0,0.0013089005235602095,0.0013089005235602095,0.0,0.014397905759162303,0.0013089005235602095,0.0,0.0013089005235602095,0.003926701570680628,0.0,0.002617801047120419,0.013089005235602094,0.032722513089005235,0.0,0.034031413612565446,0.0013089005235602095,0.0,0.01832460732984293,0.011780104712041885,0.0,0.01832460732984293,0.006544502617801047,0.006544502617801047,0.003926701570680628,0.005235602094240838,0.0,0.0,0.006544502617801047,0.0,0.006544502617801047,0.0,0.014397905759162303,0.0,0.015706806282722512,0.002617801047120419,0.003926701570680628,0.0,0.04712041884816754,0.010471204188481676,0.015706806282722512,0.04319371727748691,0.0,0.0013089005235602095,0.0,0.0013089005235602095,0.0,0.04712041884816754,0.011780104712041885,0.003926701570680628,0.0,0.0,0.007853403141361256,0.005235602094240838,0.056282722513089,0.01963350785340314,0.0013089005235602095,0.020942408376963352,0.0,0.0,0.0013089005235602095,382.0
johnson,0.006666666666666667,0.01,0.03,0.006666666666666667,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.03,0.0,0.0033333333333333335,0.006666666666666667,0.02666666666666667,0.0,0.0,0.0033333333333333335,0.016666666666666666,0.0033333333333333335,0.0033333333333333335,0.01,0.02,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,0.023333333333333334,0.043333333333333335,0.0,0.01,0.006666666666666667,0.016666666666666666,0.0033333333333333335,0.0,0.016666666666666666,0.0,0.0,0.01,0.0033333333333333335,0.0,0.006666666666666667,0.02,0.0,0.03,0.01,0.023333333333333334,0.0,0.0,0.03666666666666667,0.0033333333333333335,0.016666666666666666,0.0,0.03,0.0,0.013333333333333334,0.02,0.013333333333333334,0.02,0.006666666666666667,0.013333333333333334,0.013333333333333334,0.0,0.0,0.006666666666666667,0.0033333333333333335,0.0,0.02666666666666667,0.0,0.0033333333333333335,0.02,0.0,0.0033333333333333335,0.006666666666666667,0.0,0.0,0.0033333333333333335,0.06333333333333334,0.0033333333333333335,0.0033333333333333335,0.01,0.0,0.0,0.023333333333333334,0.0,0.0,0.01,0.01,0.006666666666666667,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.01,0.01,0.0,0.0033333333333333335,0.0,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.0,0.0,0.01,0.0033333333333333335,0.0,0.03333333333333333,0.0033333333333333335,0.03333333333333333,0.0,0.006666666666666667,0.01,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.013333333333333334,0.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,150.0
cyclops,0.0,0.022727272727272728,0.04220779220779221,0.00974025974025974,0.0,0.0,0.0,0.003246753246753247,0.032467532467532464,0.006493506493506494,0.0,0.016233766233766232,0.00974025974025974,0.022727272727272728,0.0,0.003246753246753247,0.00974025974025974,0.0,0.0,0.016233766233766232,0.02922077922077922,0.003246753246753247,0.0,0.003246753246753247,0.00974025974025974,0.06818181818181818,0.0,0.006493506493506494,0.016233766233766232,0.012987012987012988,0.0,0.016233766233766232,0.0,0.0,0.012987012987012988,0.0,0.006493506493506494,0.0,0.016233766233766232,0.016233766233766232,0.006493506493506494,0.006493506493506494,0.01948051948051948,0.025974025974025976,0.0,0.0,0.03896103896103896,0.003246753246753247,0.03571428571428571,0.0,0.006493506493506494,0.012987012987012988,0.006493506493506494,0.022727272727272728,0.012987012987012988,0.0,0.0,0.003246753246753247,0.006493506493506494,0.0,0.0,0.003246753246753247,0.006493506493506494,0.0,0.012987012987012988,0.0,0.006493506493506494,0.003246753246753247,0.0,0.0,0.0,0.016233766233766232,0.006493506493506494,0.003246753246753247,0.0,0.0,0.0,0.012987012987012988,0.003246753246753247,0.0,0.01948051948051948,0.0,0.016233766233766232,0.00974025974025974,0.0,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.006493506493506494,0.0,0.003246753246753247,0.003246753246753247,0.016233766233766232,0.02922077922077922,0.01948051948051948,0.003246753246753247,0.022727272727272728,0.012987012987012988,0.025974025974025976,0.00974025974025974,0.003246753246753247,0.016233766233766232,0.00974025974025974,0.00974025974025974,0.01948051948051948,0.006493506493506494,0.0,0.0,0.0,0.0,0.003246753246753247,0.0,0.003246753246753247,0.0,0.0,0.0,0.016233766233766232,0.0,0.0,0.0,0.0,0.0,0.0,154.0
estes,0.0,0.008148148148148147,0.0,0.015555555555555555,0.0022222222222222222,0.0,0.0014814814814814814,0.005185185185185185,0.024444444444444446,0.0022222222222222222,0.006666666666666667,0.018518518518518517,0.01037037037037037,0.006666666666666667,0.0007407407407407407,0.0007407407407407407,0.0007407407407407407,0.0007407407407407407,0.005925925925925926,0.002962962962962963,0.01037037037037037,0.0,0.0007407407407407407,0.0007407407407407407,0.016296296296296295,0.014074074074074074,0.0022222222222222222,0.0,0.017037037037037038,0.011111111111111112,0.0014814814814814814,0.0,0.0,0.0,0.0,0.0,0.01925925925925926,0.0007407407407407407,0.005925925925925926,0.02074074074074074,0.0007407407407407407,0.0022222222222222222,0.008148148148148147,0.016296296296296295,0.0,0.0,0.011851851851851851,0.0014814814814814814,0.007407407407407408,0.005925925925925926,0.0,0.022962962962962963,0.0014814814814814814,0.0014814814814814814,0.0,0.003703703703703704,0.0007407407407407407,0.014074074074074074,0.02,0.0,0.005925925925925926,0.0044444444444444444,0.005185185185185185,0.0044444444444444444,0.01925925925925926,0.0,0.003703703703703704,0.011851851851851851,0.0,0.0014814814814814814,0.005925925925925926,0.015555555555555555,0.022222222222222223,0.0007407407407407407,0.0014814814814814814,0.017037037037037038,0.0,0.007407407407407408,0.02,0.0022222222222222222,0.028148148148148148,0.012592592592592593,0.007407407407407408,0.007407407407407408,0.0044444444444444444,0.02074074074074074,0.014814814814814815,0.0014814814814814814,0.005925925925925926,0.0,0.008888888888888889,0.0,0.0,0.014074074074074074,0.01925925925925926,0.002962962962962963,0.022962962962962963,0.003703703703703704,0.03111111111111111,0.037037037037037035,0.037037037037037035,0.003703703703703704,0.03777777777777778,0.012592592592592593,0.03259259259259259,0.008148148148148147,0.011111111111111112,0.003703703703703704,0.0,0.028888888888888888,0.007407407407407408,0.0,0.0,0.011851851851851851,0.005185185185185185,0.0007407407407407407,0.03185185185185185,0.0044444444444444444,0.005925925925925926,0.01037037037037037,0.0,0.0007407407407407407,0.0014814814814814814,675.0
hilda,0.0007668711656441718,0.005368098159509203,0.006134969325153374,0.006901840490797546,0.003067484662576687,0.0,0.0015337423312883436,0.02147239263803681,0.015337423312883436,0.0007668711656441718,0.0007668711656441718,0.007668711656441718,0.007668711656441718,0.003834355828220859,0.0015337423312883436,0.0007668711656441718,0.012269938650306749,0.0015337423312883436,0.0015337423312883436,0.003067484662576687,0.011503067484662576,0.0,0.0,0.004601226993865031,0.02223926380368098,0.024539877300613498,0.0,0.003834355828220859,0.00843558282208589,0.016104294478527608,0.003834355828220859,0.0,0.003067484662576687,0.0,0.0,0.003834355828220859,0.01303680981595092,0.0007668711656441718,0.01303680981595092,0.019938650306748466,0.003067484662576687,0.009202453987730062,0.007668711656441718,0.01763803680981595,0.0007668711656441718,0.0,0.018404907975460124,0.0015337423312883436,0.003067484662576687,0.0015337423312883436,0.007668711656441718,0.023006134969325152,0.004601226993865031,0.003067484662576687,0.015337423312883436,0.0015337423312883436,0.006901840490797546,0.015337423312883436,0.018404907975460124,0.0015337423312883436,0.004601226993865031,0.0015337423312883436,0.00843558282208589,0.0007668711656441718,0.032975460122699383,0.0007668711656441718,0.0015337423312883436,0.011503067484662576,0.0007668711656441718,0.0,0.004601226993865031,0.01687116564417178,0.012269938650306749,0.0,0.004601226993865031,0.007668711656441718,0.0,0.003067484662576687,0.003067484662576687,0.0,0.03450920245398773,0.006901840490797546,0.007668711656441718,0.018404907975460124,0.01687116564417178,0.012269938650306749,0.019171779141104295,0.006901840490797546,0.01687116564417178,0.0007668711656441718,0.01303680981595092,0.0015337423312883436,0.0023006134969325155,0.00843558282208589,0.02147239263803681,0.003067484662576687,0.016104294478527608,0.013803680981595092,0.006901840490797546,0.028374233128834355,0.027607361963190184,0.009202453987730062,0.023006134969325152,0.012269938650306749,0.024539877300613498,0.0023006134969325155,0.0015337423312883436,0.0007668711656441718,0.0023006134969325155,0.03450920245398773,0.0023006134969325155,0.0,0.0007668711656441718,0.00843558282208589,0.013803680981595092,0.0023006134969325155,0.02223926380368098,0.011503067484662576,0.004601226993865031,0.009969325153374233,0.0007668711656441718,0.0023006134969325155,0.0015337423312883436,652.0
aurora,0.004310344827586207,0.0,0.034482758620689655,0.008620689655172414,0.0,0.0,0.004310344827586207,0.01293103448275862,0.03017241379310345,0.008620689655172414,0.0,0.03017241379310345,0.004310344827586207,0.01293103448275862,0.004310344827586207,0.008620689655172414,0.03879310344827586,0.0,0.03879310344827586,0.017241379310344827,0.017241379310344827,0.0,0.0,0.008620689655172414,0.02586206896551724,0.07758620689655173,0.0,0.004310344827586207,0.017241379310344827,0.0,0.004310344827586207,0.01293103448275862,0.0,0.0,0.021551724137931036,0.0,0.01293103448275862,0.0,0.03879310344827586,0.0603448275862069,0.034482758620689655,0.034482758620689655,0.0,0.03017241379310345,0.0,0.0,0.017241379310344827,0.0,0.01293103448275862,0.0,0.004310344827586207,0.0,0.004310344827586207,0.01293103448275862,0.0,0.03017241379310345,0.0,0.017241379310344827,0.004310344827586207,0.0,0.0,0.02586206896551724,0.0,0.0,0.04310344827586207,0.0,0.008620689655172414,0.008620689655172414,0.0,0.0,0.004310344827586207,0.004310344827586207,0.01293103448275862,0.0,0.0,0.0,0.0,0.01293103448275862,0.004310344827586207,0.004310344827586207,0.004310344827586207,0.0,0.004310344827586207,0.004310344827586207,0.0,0.0,0.004310344827586207,0.0,0.004310344827586207,0.0,0.0,0.004310344827586207,0.0,0.0,0.004310344827586207,0.0,0.004310344827586207,0.0,0.021551724137931036,0.0,0.0,0.0,0.004310344827586207,0.0,0.004310344827586207,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.0,0.0,0.01293103448275862,0.0,0.0,0.017241379310344827,116.0
lapu-lapu,0.0,0.0027784794139934328,0.0005051780752715333,0.010103561505430665,0.0017681232634503663,0.0017681232634503663,0.00025258903763576663,0.005051780752715332,0.021722657236675928,0.01187168476888103,0.003283657489264966,0.00959838343015913,0.006567314978529932,0.007577671129072998,0.0022733013387218996,0.0005051780752715333,0.007072493053801465,0.0,0.010103561505430665,0.016923465521596362,0.015913109371053297,0.0,0.0015155342258145997,0.0030310684516291994,0.010608739580702197,0.019954533973225563,0.0,0.0017681232634503663,0.012882040919424097,0.009850972467794898,0.006819904016165698,0.00025258903763576663,0.0005051780752715333,0.006567314978529932,0.004294013639808032,0.0007577671129072998,0.0,0.001262945188178833,0.006062136903258399,0.02828997221520586,0.0,0.004799191715079565,0.00959838343015913,0.028037383177570093,0.0,0.0,0.021722657236675928,0.007830260166708765,0.0015155342258145997,0.00025258903763576663,0.003788835564536499,0.04117201313462996,0.004546602677443799,0.011366506693609498,0.006062136903258399,0.0017681232634503663,0.002020712301086133,0.025511492801212426,0.0027784794139934328,0.0007577671129072998,0.003788835564536499,0.031068451629199294,0.011113917655973731,0.00025258903763576663,0.034604698156100025,0.002020712301086133,0.001262945188178833,0.01919676686031826,0.0015155342258145997,0.002525890376357666,0.003283657489264966,0.001262945188178833,0.012882040919424097,0.002020712301086133,0.015913109371053297,0.023238191462490527,0.0,0.019701944935589796,0.006819904016165698,0.0022733013387218996,0.007830260166708765,0.0005051780752715333,0.0027784794139934328,0.01187168476888103,0.0010103561505430665,0.010861328618337964,0.01490275322051023,0.0,0.012376862844152564,0.005051780752715332,0.005809547865622632,0.0015155342258145997,0.008588027279616064,0.009093205354887599,0.0015155342258145997,0.0027784794139934328,0.009093205354887599,0.0010103561505430665,0.009850972467794898,0.021217479161404394,0.032583985855013896,0.016165698408689064,0.007830260166708765,0.0035362465269007325,0.03586764334427886,0.001262945188178833,0.0035362465269007325,0.0007577671129072998,0.0015155342258145997,0.04420308158625916,0.007325082091437232,0.0015155342258145997,0.00025258903763576663,0.01717605455923213,0.004546602677443799,0.0035362465269007325,0.04294013639808032,0.005809547865622632,0.008082849204344532,0.002020712301086133,0.0022733013387218996,0.0010103561505430665,0.00025258903763576663,1979.5
vexana,0.0,0.0,0.0,0.0,0.003472222222222222,0.017361111111111112,0.0,0.0,0.03125,0.0,0.0,0.041666666666666664,0.0,0.006944444444444444,0.0,0.0,0.003472222222222222,0.0,0.05555555555555555,0.003472222222222222,0.0,0.0,0.0,0.003472222222222222,0.0,0.003472222222222222,0.0,0.0,0.03125,0.0,0.003472222222222222,0.0,0.0,0.003472222222222222,0.003472222222222222,0.0,0.017361111111111112,0.0,0.006944444444444444,0.03819444444444445,0.0,0.0,0.003472222222222222,0.03125,0.0,0.003472222222222222,0.013888888888888888,0.017361111111111112,0.006944444444444444,0.0,0.0,0.0,0.0,0.003472222222222222,0.003472222222222222,0.003472222222222222,0.0,0.017361111111111112,0.0,0.003472222222222222,0.0,0.013888888888888888,0.0,0.0,0.04861111111111111,0.0,0.0,0.0,0.003472222222222222,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.020833333333333332,0.0,0.010416666666666666,0.034722222222222224,0.0,0.006944444444444444,0.0,0.020833333333333332,0.003472222222222222,0.003472222222222222,0.0,0.0,0.003472222222222222,0.0,0.006944444444444444,0.013888888888888888,0.0,0.017361111111111112,0.0,0.04861111111111111,0.034722222222222224,0.0,0.010416666666666666,0.024305555555555556,0.006944444444444444,0.017361111111111112,0.003472222222222222,0.017361111111111112,0.0,0.0,0.0,0.006944444444444444,0.006944444444444444,0.003472222222222222,0.0,0.0,0.003472222222222222,0.06597222222222222,0.0,0.0,0.059027777777777776,0.006944444444444444,0.024305555555555556,0.04513888888888889,144.0
roger,0.0005599104143337066,0.010078387458006719,0.006159014557670772,0.022396416573348264,0.0011198208286674132,0.006159014557670772,0.0,0.0005599104143337066,0.003919372900335946,0.003919372900335946,0.0016797312430011197,0.0,0.015677491601343786,0.019036954087346025,0.007278835386338186,0.0,0.002799552071668533,0.0,0.005039193729003359,0.014557670772676373,0.004479283314669653,0.0005599104143337066,0.0,0.003919372900335946,0.03135498320268757,0.03583426651735722,0.0016797312430011197,0.0005599104143337066,0.030795072788353865,0.0,0.0005599104143337066,0.0011198208286674132,0.002799552071668533,0.004479283314669653,0.009518477043673012,0.005039193729003359,0.013437849944008958,0.0011198208286674132,0.0,0.002799552071668533,0.004479283314669653,0.003919372900335946,0.0,0.015677491601343786,0.0,0.0005599104143337066,0.0005599104143337066,0.006159014557670772,0.006159014557670772,0.0022396416573348264,0.0016797312430011197,0.043673012318029114,0.0005599104143337066,0.0341545352743561,0.012877939529675251,0.002799552071668533,0.007838745800671893,0.0011198208286674132,0.02295632698768197,0.0005599104143337066,0.011758118701007838,0.011198208286674132,0.017357222844344905,0.0022396416573348264,0.005599104143337066,0.003919372900335946,0.0016797312430011197,0.030235162374020158,0.0,0.0011198208286674132,0.0022396416573348264,0.018477043673012318,0.009518477043673012,0.0005599104143337066,0.003919372900335946,0.0016797312430011197,0.0005599104143337066,0.02855543113101904,0.0011198208286674132,0.0005599104143337066,0.060470324748040316,0.0033594624860022394,0.014557670772676373,0.0016797312430011197,0.0011198208286674132,0.02127659574468085,0.019036954087346025,0.0011198208286674132,0.008958566629339306,0.003919372900335946,0.013997760358342666,0.0033594624860022394,0.005599104143337066,0.02463605823068309,0.029115341545352745,0.006718924972004479,0.021836506159014557,0.010638297872340425,0.012877939529675251,0.013997760358342666,0.025195968645016796,0.01959686450167973,0.023516237402015677,0.004479283314669653,0.022396416573348264,0.013997760358342666,0.0016797312430011197,0.0005599104143337066,0.0,0.003919372900335946,0.0022396416573348264,0.0022396416573348264,0.0,0.0,0.0022396416573348264,0.0,0.002799552071668533,0.0011198208286674132,0.0016797312430011197,0.0011198208286674132,0.0,0.0005599104143337066,0.0011198208286674132,893.0
karrie,0.0,0.0034462952326249283,0.002106069308826345,0.006318207926479035,0.002871912693854107,0.0022975301550832855,0.0,0.0072755121577637374,0.033122726402450696,0.018954623779437105,0.002106069308826345,0.00019146084625694046,0.0,0.00861573808156232,0.0007658433850277618,0.0003829216925138809,0.00842427723530538,0.0,0.015508328546812177,0.01646563277809688,0.009573042312847023,0.0,0.0019146084625694046,0.0034462952326249283,0.011296189929159487,0.04039823856021443,0.0007658433850277618,0.002488991001340226,0.008807198927819261,0.0003829216925138809,0.00019146084625694046,0.0011487650775416428,0.0009573042312847023,0.005360903695194333,0.004977982002680452,0.0026804518475971664,0.02144361478077733,0.002106069308826345,0.0009573042312847023,0.0,0.0034462952326249283,0.004977982002680452,0.0,0.04192992533026996,0.0,0.0003829216925138809,0.018571702086923225,0.01263641585295807,0.0044035994639096306,0.0003829216925138809,0.004595060310166571,0.026230135937200843,0.0,0.00842427723530538,0.007084051311506797,0.007084051311506797,0.0072755121577637374,0.02144361478077733,0.014933946008041356,0.0,0.0019146084625694046,0.041164081945242195,0.009381581466590082,0.0009573042312847023,0.0,0.0003829216925138809,0.007849894696534559,0.01723147616312464,0.0019146084625694046,0.002488991001340226,0.0030633735401110473,0.015508328546812177,0.007466973004020678,0.0034462952326249283,0.014551024315527475,0.02029484970323569,0.0013402259237985832,0.023741144935860617,0.0003829216925138809,0.004595060310166571,0.021635075627034272,0.02067777139574957,0.014359563469270534,0.0080413555427915,0.00823281638904844,0.013210798391728892,0.01627417193183994,0.0072755121577637374,0.00019146084625694046,0.002488991001340226,0.0068925904652498565,0.0026804518475971664,0.0068925904652498565,0.0007658433850277618,0.015125406854298296,0.0017231476163124641,0.010913268236645606,0.002106069308826345,0.00823281638904844,0.00019146084625694046,0.02891058778479801,0.008998659774076202,0.019911928010721808,0.015125406854298296,0.0011487650775416428,0.002488991001340226,0.00019146084625694046,0.0,0.0011487650775416428,0.041164081945242195,0.009381581466590082,0.0015316867700555237,0.0005743825387708214,0.0,0.005552364541451273,0.0036377560788818687,0.03829216925138809,0.011296189929159487,0.011679111621673368,0.01684855447061076,0.0,0.0019146084625694046,0.0030633735401110473,2611.5
